"Days","Number of all animals","Number of all plants","Number of free fields","Number of occupied fields","Average energy level","Life expectancy","The most popular genome"
"26","76","278","2262","351","423.7465139219056","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","76","278","2262","351","423.7465139219056","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","76","278","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","76","275","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","76","275","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","76","275","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","77","285","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"27","77","285","2259","354","433.110099066216","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"28","77","285","2249","367","443.01608849414697","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"28","77","280","2249","367","443.01608849414697","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"28","77","280","2249","367","443.01608849414697","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"28","77","280","2249","367","443.01608849414697","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"28","78","290","2249","367","443.01608849414697","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"29","78","289","2240","376","450.4311211701504","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"29","78","289","2240","376","450.4311211701504","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"29","78","289","2240","376","450.4311211701504","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"29","78","289","2240","376","450.4311211701504","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","78","299","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","78","299","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","78","297","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","78","297","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","79","307","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"30","79","307","2228","388","458.0553041748188","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"31","79","307","2227","389","466.13524702411826","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
"31","79","298","2227","389","466.13524702411826","0.0","[7, 7, 2, 4, 1, 0, 1, 6, 4, 0, 5, 0, 4, 6, 7, 2, 4, 7, 2, 3, 0, 4, 6, 0, 1, 7, 7, 1, 2, 7, 6, 4, 1, 0, 6, 4, 1, 2, 3, 6, 4, 0, 0, 3, 3, 3, 5, 4, 1, 1, 0, 1, 2, 4, 6, 1, 2, 4, 3, 7, 5, 5, 2, 6, 5, 0, 6, 7, 7, 7, 1, 7, 6, 3, 5, 3, 3, 7, 1, 3]"
