"Days","Number of all animals","Number of all plants","Number of free fields","Number of occupied fields","Average energy level","Life expectancy","The most popular genome"
"143","304","235","2105","572","473.08140786738716","50.121847904833416","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"143","303","213","2105","572","473.08140786738716","50.121847904833416","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"143","303","213","2105","572","473.08140786738716","50.121847904833416","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"143","303","213","2105","572","473.08140786738716","50.121847904833416","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"143","307","223","2105","572","473.08140786738716","50.121847904833416","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"144","307","223","2101","576","467.1579677773418","49.87268865829906","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"144","307","223","2101","576","467.1579677773418","49.87268865829906","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"144","307","216","2101","576","467.1579677773418","49.87268865829906","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"144","307","216","2101","576","467.1579677773418","49.87268865829906","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"144","307","216","2101","576","467.1579677773418","49.87268865829906","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","312","226","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","308","213","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","308","213","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","308","213","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","312","223","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"145","312","223","2109","569","462.5998172220043","49.74810903503189","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"146","309","211","2103","575","460.9425368161303","50.278548899538414","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"146","309","211","2103","575","460.9425368161303","50.278548899538414","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"146","309","211","2103","575","460.9425368161303","50.278548899538414","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"146","314","221","2103","575","460.9425368161303","50.278548899538414","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"146","314","221","2103","575","460.9425368161303","50.278548899538414","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"147","314","221","2113","566","457.2738161787658","50.36753531933442","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"147","313","205","2113","566","457.2738161787658","50.36753531933442","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"147","313","205","2113","566","457.2738161787658","50.36753531933442","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"147","320","215","2113","566","457.2738161787658","50.36753531933442","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"147","320","215","2113","566","457.2738161787658","50.36753531933442","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"148","320","215","2112","567","453.1822205893829","50.30204722955968","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"148","319","200","2112","567","453.1822205893829","50.30204722955968","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"148","319","200","2112","567","453.1822205893829","50.30204722955968","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"148","319","200","2112","567","453.1822205893829","50.30204722955968","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"149","328","210","2115","564","447.45696395322807","50.16166191265218","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"149","328","210","2115","564","447.45696395322807","50.16166191265218","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"149","324","196","2115","564","447.45696395322807","50.16166191265218","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"149","324","196","2115","564","447.45696395322807","50.16166191265218","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"149","324","196","2115","564","447.45696395322807","50.16166191265218","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"150","327","206","2115","564","446.27894069221037","50.43797381346894","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"150","327","206","2115","564","446.27894069221037","50.43797381346894","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"150","323","189","2115","564","446.27894069221037","50.43797381346894","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"150","323","189","2115","564","446.27894069221037","50.43797381346894","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"150","323","189","2115","564","446.27894069221037","50.43797381346894","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"151","327","199","2118","562","443.8306018445761","50.169967298891336","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"151","324","186","2118","562","443.8306018445761","50.169967298891336","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"151","324","186","2118","562","443.8306018445761","50.169967298891336","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"151","329","196","2118","562","443.8306018445761","50.169967298891336","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"151","329","196","2118","562","443.8306018445761","50.169967298891336","[7, 7, 7, 2, 4, 7, 3, 7, 0, 2, 7, 4, 2, 0, 1, 0, 7, 5, 5, 6, 2, 7, 3, 2, 3, 3, 4, 5, 2, 6, 7, 5, 5, 6, 2, 3, 5, 1, 7, 5, 6, 0, 5, 5, 5, 3, 1, 5, 3, 2, 5, 7, 7, 0, 2, 5, 2, 3, 4, 6, 1, 0, 2, 5, 5, 0, 4, 1, 1, 4, 7, 6, 5, 4, 7, 1, 0, 2, 3, 1]"
"152","329","196","2127","554","444.8210759982759","50.3230788875409","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
"152","326","177","2127","554","444.8210759982759","50.3230788875409","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
"152","326","177","2127","554","444.8210759982759","50.3230788875409","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
"152","326","177","2127","554","444.8210759982759","50.3230788875409","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
"152","331","187","2127","554","444.8210759982759","50.3230788875409","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
"153","326","175","2130","551","444.85917848252166","50.67079870302971","[7, 7, 6, 0, 0, 1, 5, 0, 2, 2, 3, 1, 3, 3, 0, 3, 0, 1, 0, 4, 1, 4, 4, 1, 5, 3, 2, 1, 6, 0, 6, 6, 6, 6, 6, 7, 0, 3, 5, 2, 3, 4, 5, 7, 0, 7, 7, 0, 7, 0, 6, 0, 3, 7, 2, 3, 7, 6, 4, 2, 2, 7, 7, 0, 1, 6, 0, 0, 6, 0, 4, 5, 7, 1, 5, 3, 2, 7, 5, 5]"
